# x, y, gas saturation [-], CO2 concentration in water [kg/m3]
0.005000,0.005000,0.000000,0.707792
0.015000,0.005000,0.000000,0.772523
0.025000,0.005000,0.000000,0.794562
0.035000,0.005000,0.000000,0.845155
0.045000,0.005000,0.000000,0.864044
0.055000,0.005000,0.000000,0.885190
0.065000,0.005000,0.000000,0.914589
0.075000,0.005000,0.000000,0.924651
0.085000,0.005000,0.000000,0.938223
0.095000,0.005000,0.000000,0.956228
0.105000,0.005000,0.000000,0.969775
0.115000,0.005000,0.000000,0.969775
0.125000,0.005000,0.000000,0.978913
0.135000,0.005000,0.000000,0.985684
0.145000,0.005000,0.000000,0.985405
0.155000,0.005000,0.000000,0.987664
0.165000,0.005000,0.000000,0.984875
0.175000,0.005000,0.000000,0.987234
0.185000,0.005000,0.000000,0.986535
0.195000,0.005000,0.000000,0.981135
0.205000,0.005000,0.000000,0.972162
0.215000,0.005000,0.000000,0.968926
0.225000,0.005000,0.000000,0.960442
0.235000,0.005000,0.000000,0.945738
0.245000,0.005000,0.000000,0.939485
0.255000,0.005000,0.000000,0.928816
0.265000,0.005000,0.000000,0.913815
0.275000,0.005000,0.000000,0.910105
0.285000,0.005000,0.000000,0.907743
0.295000,0.005000,0.000000,0.909612
0.305000,0.005000,0.000000,0.914694
0.315000,0.005000,0.000000,0.922539
0.325000,0.005000,0.000000,0.934181
0.335000,0.005000,0.000000,0.935833
0.345000,0.005000,0.000000,0.941110
0.355000,0.005000,0.000000,0.944908
0.365000,0.005000,0.000000,0.944297
0.375000,0.005000,0.000000,0.940593
0.385000,0.005000,0.000000,0.949737
0.395000,0.005000,0.000000,0.952775
0.405000,0.005000,0.000000,0.948092
0.415000,0.005000,0.000000,0.951369
0.425000,0.005000,0.000000,0.944636
0.435000,0.005000,0.000000,0.936125
0.445000,0.005000,0.000000,0.935604
0.455000,0.005000,0.000000,0.922840
0.465000,0.005000,0.000000,0.911779
0.475000,0.005000,0.000000,0.908612
0.485000,0.005000,0.000000,0.892013
0.495000,0.005000,0.000000,0.879248
0.505000,0.005000,0.000000,0.873226
0.515000,0.005000,0.000000,0.850906
0.525000,0.005000,0.000000,0.834469
0.535000,0.005000,0.000000,0.822173
0.545000,0.005000,0.000000,0.794818
0.555000,0.005000,0.000000,0.789044
0.565000,0.005000,0.000000,0.794889
0.575000,0.005000,0.000000,0.816491
0.585000,0.005000,0.000000,0.825430
0.595000,0.005000,0.000000,0.832537
0.605000,0.005000,0.000000,0.840632
0.615000,0.005000,0.000000,0.843608
0.625000,0.005000,0.000000,0.848546
0.635000,0.005000,0.000000,0.858642
0.645000,0.005000,0.000000,0.863527
0.655000,0.005000,0.000000,0.869897
0.665000,0.005000,0.000000,0.877507
0.675000,0.005000,0.000000,0.878834
0.685000,0.005000,0.000000,0.882281
0.695000,0.005000,0.000000,0.882464
0.705000,0.005000,0.000000,0.879865
0.715000,0.005000,0.000000,0.880517
0.725000,0.005000,0.000000,0.875370
0.735000,0.005000,0.000000,0.870138
0.745000,0.005000,0.000000,0.868774
0.755000,0.005000,0.000000,0.859573
0.765000,0.005000,0.000000,0.851973
0.775000,0.005000,0.000000,0.848296
0.785000,0.005000,0.000000,0.833653
0.795000,0.005000,0.000000,0.823206
0.805000,0.005000,0.000000,0.815523
0.815000,0.005000,0.000000,0.795451
0.825000,0.005000,0.000000,0.785903
0.835000,0.005000,0.000000,0.776874
0.845000,0.005000,0.000000,0.771021
0.855000,0.005000,0.000000,0.776961
0.865000,0.005000,0.000000,0.778354
0.875000,0.005000,0.000000,0.788564
0.885000,0.005000,0.000000,0.795616
0.895000,0.005000,0.000000,0.796639
0.905000,0.005000,0.000000,0.802207
0.915000,0.005000,0.000000,0.803499
0.925000,0.005000,0.000000,0.805437
0.935000,0.005000,0.000000,0.808383
0.945000,0.005000,0.000000,0.809843
0.955000,0.005000,0.000000,0.815044
0.965000,0.005000,0.000000,0.834914
0.975000,0.005000,0.000000,0.849714
0.985000,0.005000,0.000000,0.874211
0.995000,0.005000,0.000000,0.921024
1.005000,0.005000,0.000000,0.961403
1.015000,0.005000,0.000000,0.961403
1.025000,0.005000,0.000000,0.990826
1.035000,0.005000,0.000000,1.015893
1.045000,0.005000,0.000000,1.015893
1.055000,0.005000,0.000000,1.033278
1.065000,0.005000,0.000000,1.050626
1.075000,0.005000,0.000000,1.050626
1.085000,0.005000,0.000000,1.062384
1.095000,0.005000,0.000000,1.076363
1.105000,0.005000,0.000000,1.076363
1.115000,0.005000,0.000000,1.084954
1.125000,0.005000,0.000000,1.096461
1.135000,0.005000,0.000000,1.096461
1.145000,0.005000,0.000000,1.102273
1.155000,0.005000,0.000000,1.111783
1.165000,0.005000,0.000000,1.111783
1.175000,0.005000,0.000000,1.115525
1.185000,0.005000,0.000000,1.123619
1.195000,0.005000,0.000000,1.123619
1.205000,0.005000,0.000000,1.125732
1.215000,0.005000,0.000000,1.132439
1.225000,0.005000,0.000000,1.122664
1.235000,0.005000,0.000000,1.132970
1.245000,0.005000,0.000000,1.138274
1.255000,0.005000,0.000000,1.128096
1.265000,0.005000,0.000000,1.137328
1.275000,0.005000,0.000000,1.141636
1.285000,0.005000,0.000000,1.131482
1.295000,0.005000,0.000000,1.139936
1.305000,0.005000,0.000000,1.143691
1.315000,0.005000,0.000000,1.133512
1.325000,0.005000,0.000000,1.141326
1.335000,0.005000,0.000000,1.144520
1.345000,0.005000,0.000000,1.134345
1.355000,0.005000,0.000000,1.141489
1.365000,0.005000,0.000000,1.143925
1.375000,0.005000,0.000000,1.133482
1.385000,0.005000,0.000000,1.139780
1.395000,0.005000,0.000000,1.140938
1.405000,0.005000,0.000000,1.129994
1.415000,0.005000,0.000000,1.135221
1.425000,0.005000,0.000000,1.134660
1.435000,0.005000,0.000000,1.122913
1.445000,0.005000,0.000000,1.126823
1.455000,0.005000,0.000000,1.124058
1.465000,0.005000,0.000000,1.111187
1.475000,0.005000,0.000000,1.113508
1.485000,0.005000,0.000000,1.108001
1.495000,0.005000,0.000000,1.093547
1.505000,0.005000,0.000000,1.093942
1.515000,0.005000,0.000000,1.084768
1.525000,0.005000,0.000000,1.068646
1.535000,0.005000,0.000000,1.066636
1.545000,0.005000,0.000000,1.051752
1.555000,0.005000,0.000000,1.031457
1.565000,0.005000,0.000000,1.026118
1.575000,0.005000,0.000000,1.003309
1.585000,0.005000,0.000000,0.977978
1.595000,0.005000,0.000000,0.968285
1.605000,0.005000,0.000000,0.933557
1.615000,0.005000,0.000000,0.904010
1.625000,0.005000,0.000000,0.885520
1.635000,0.005000,0.000000,0.819699
1.645000,0.005000,0.000000,0.764131
1.655000,0.005000,0.000000,0.712194
1.665000,0.005000,0.000000,0.524887
1.675000,0.005000,0.000000,0.373032
1.685000,0.005000,0.000000,0.108624
1.695000,0.005000,0.000000,0.038770
1.705000,0.005000,0.000000,0.070528
1.715000,0.005000,0.000000,0.096355
1.725000,0.005000,0.000000,0.157540
1.735000,0.005000,0.000000,0.190455
1.745000,0.005000,0.000000,0.171568
1.755000,0.005000,0.000000,0.138299
1.765000,0.005000,0.000000,0.155093
1.775000,0.005000,0.000000,0.128510
1.785000,0.005000,0.000000,0.197691
1.795000,0.005000,0.000000,0.287250
1.805000,0.005000,0.000000,0.092830
1.815000,0.005000,0.000000,0.066138
1.825000,0.005000,0.000000,0.197981
1.835000,0.005000,0.000000,0.110788
1.845000,0.005000,0.000000,0.181513
1.855000,0.005000,0.000000,0.265998
1.865000,0.005000,0.000000,0.219415
1.875000,0.005000,0.000000,0.215522
1.885000,0.005000,0.000000,0.181710
1.895000,0.005000,0.000000,0.181710
1.905000,0.005000,0.000000,0.121998
1.915000,0.005000,0.000000,0.064941
1.925000,0.005000,0.000000,0.064941
1.935000,0.005000,0.000000,0.024675
1.945000,0.005000,0.000000,0.005079
1.955000,0.005000,0.000000,0.001804
1.965000,0.005000,0.000000,0.000388
1.975000,0.005000,0.000000,0.000047
1.985000,0.005000,0.000000,0.000282
1.995000,0.005000,0.000000,0.000836
2.005000,0.005000,0.000000,0.005081
2.015000,0.005000,0.000000,0.010839
2.025000,0.005000,0.000000,0.016815
2.035000,0.005000,0.000000,0.027970
2.045000,0.005000,0.000000,0.047934
2.055000,0.005000,0.000000,0.026838
2.065000,0.005000,0.000000,0.019601
2.075000,0.005000,0.000000,0.052386
2.085000,0.005000,0.000000,0.022840
2.095000,0.005000,0.000000,0.047798
2.105000,0.005000,0.000000,0.084590
2.115000,0.005000,0.000000,0.054547
2.125000,0.005000,0.000000,0.020853
2.135000,0.005000,0.000000,0.011630
2.145000,0.005000,0.000000,0.004599
2.155000,0.005000,0.000000,0.000340
2.165000,0.005000,0.000000,0.000075
2.175000,0.005000,0.000000,0.000035
2.185000,0.005000,0.000000,0.000291
2.195000,0.005000,0.000000,0.001112
2.205000,0.005000,0.000000,0.002386
2.215000,0.005000,0.000000,0.011240
2.225000,0.005000,0.000000,0.024987
2.235000,0.005000,0.000000,0.017969
2.245000,0.005000,0.000000,0.015172
2.255000,0.005000,0.000000,0.042428
2.265000,0.005000,0.000000,0.017448
2.275000,0.005000,0.000000,0.055645
2.285000,0.005000,0.000000,0.242137
2.295000,0.005000,0.000000,0.180643
2.305000,0.005000,0.000000,0.130202
2.315000,0.005000,0.000000,0.088534
2.325000,0.005000,0.000000,0.054500
2.335000,0.005000,0.000000,0.015311
2.345000,0.005000,0.000000,0.007015
2.355000,0.005000,0.000000,0.002494
2.365000,0.005000,0.000000,0.000228
2.375000,0.005000,0.000000,0.000073
2.385000,0.005000,0.000000,0.000033
2.395000,0.005000,0.000000,0.000025
2.405000,0.005000,0.000000,0.000024
2.415000,0.005000,0.000000,0.000024
2.425000,0.005000,0.000000,0.000025
2.435000,0.005000,0.000000,0.000036
2.445000,0.005000,0.000000,0.000033
2.455000,0.005000,0.000000,0.000100
2.465000,0.005000,0.000000,0.001201
2.475000,0.005000,0.000000,0.000467
2.485000,0.005000,0.000000,0.001310
2.495000,0.005000,0.000000,0.000599
2.505000,0.005000,0.000000,0.000189
2.515000,0.005000,0.000000,0.000040
2.525000,0.005000,0.000000,0.000030
2.535000,0.005000,0.000000,0.000026
2.545000,0.005000,0.000000,0.000024
2.555000,0.005000,0.000000,0.000024
2.565000,0.005000,0.000000,0.000024
2.575000,0.005000,0.000000,0.000024
2.585000,0.005000,0.000000,0.000024
2.595000,0.005000,0.000000,0.000024
2.605000,0.005000,0.000000,0.000024
2.615000,0.005000,0.000000,0.000025
2.625000,0.005000,0.000000,0.000025
2.635000,0.005000,0.000000,0.000025
2.645000,0.005000,0.000000,0.000026
2.655000,0.005000,0.000000,0.000025
2.665000,0.005000,0.000000,0.000025
2.675000,0.005000,0.000000,0.000026
2.685000,0.005000,0.000000,0.000025
2.695000,0.005000,0.000000,0.000025
2.705000,0.005000,0.000000,0.000024
2.715000,0.005000,0.000000,0.000024
2.725000,0.005000,0.000000,0.000024
2.735000,0.005000,0.000000,0.000024
2.745000,0.005000,0.000000,0.000024
2.755000,0.005000,0.000000,0.000024
2.765000,0.005000,0.000000,0.000024
2.775000,0.005000,0.000000,0.000024
2.785000,0.005000,0.000000,0.000024
2.795000,0.005000,0.000000,0.000024
2.805000,0.005000,0.000000,0.000024
2.815000,0.005000,0.000000,0.000024
2.825000,0.005000,0.000000,0.000024
2.835000,0.005000,0.000000,0.000024
2.845000,0.005000,0.000000,0.000024
2.855000,0.005000,0.000000,0.000024
0.005000,0.015000,0.000000,0.700809
0.015000,0.015000,0.000000,0.733812
0.025000,0.015000,0.000000,0.769899
0.035000,0.015000,0.000000,0.820195
0.045000,0.015000,0.000000,0.812037
0.055000,0.015000,0.000000,0.851508
0.065000,0.015000,0.000000,0.883407
0.075000,0.015000,0.000000,0.883407
0.085000,0.015000,0.000000,0.908675
0.095000,0.015000,0.000000,0.926620
0.105000,0.015000,0.000000,0.926620
0.115000,0.015000,0.000000,0.973162
0.125000,0.015000,0.000000,0.980510
0.135000,0.015000,0.000000,0.980510
0.145000,0.015000,0.000000,0.985405
0.155000,0.015000,0.000000,0.985342
0.165000,0.015000,0.000000,0.984875
0.175000,0.015000,0.000000,0.973957
0.185000,0.015000,0.000000,0.967492
0.195000,0.015000,0.000000,0.968181
0.205000,0.015000,0.000000,0.958790
0.215000,0.015000,0.000000,0.948138
0.225000,0.015000,0.000000,0.946817
0.235000,0.015000,0.000000,0.932696
0.245000,0.015000,0.000000,0.920859
0.255000,0.015000,0.000000,0.907345
0.265000,0.015000,0.000000,0.905638
0.275000,0.015000,0.000000,0.898777
0.285000,0.015000,0.000000,0.897770
0.295000,0.015000,0.000000,0.902646
0.305000,0.015000,0.000000,0.903836
0.315000,0.015000,0.000000,0.893657
0.325000,0.015000,0.000000,0.911890
0.335000,0.015000,0.000000,0.920120
0.345000,0.015000,0.000000,0.926674
0.355000,0.015000,0.000000,0.924578
0.365000,0.015000,0.000000,0.941343
0.375000,0.015000,0.000000,0.940593
0.385000,0.015000,0.000000,0.909409
0.395000,0.015000,0.000000,0.946013
0.405000,0.015000,0.000000,0.948092
