t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
384600,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.311E-05,1.767E-03,0.000E+00,2.322E-03,2.168E-04,7.160E-02,1.591E-02
385200,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.310E-05,1.767E-03,0.000E+00,2.322E-03,2.168E-04,7.161E-02,1.591E-02
385800,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.309E-05,1.767E-03,0.000E+00,2.322E-03,2.168E-04,7.161E-02,1.591E-02
386400,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.308E-05,1.767E-03,0.000E+00,2.321E-03,2.168E-04,7.162E-02,1.591E-02
387000,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.307E-05,1.767E-03,0.000E+00,2.321E-03,2.168E-04,7.163E-02,1.591E-02
387600,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.306E-05,1.767E-03,0.000E+00,2.321E-03,2.168E-04,7.164E-02,1.591E-02
388200,1.100E+05,1.040E+05,2.192E-03,6.189E-07,1.034E-03,4.305E-05,1.766E-03,0.000E+00,2.321E-03,2.168E-04,7.165E-02,1.591E-02
388800,1.100E+05,1.040E+05,2.192E-03,6.189E-07,1.034E-03,4.304E-05,1.766E-03,0.000E+00,2.320E-03,2.168E-04,7.166E-02,1.591E-02
389400,1.100E+05,1.040E+05,2.185E-03,4.185E-06,1.035E-03,4.304E-05,1.749E-03,1.614E-05,2.321E-03,2.177E-04,7.171E-02,1.591E-02
390000,1.100E+05,1.040E+05,2.186E-03,1.508E-06,1.035E-03,4.302E-05,1.757E-03,8.377E-06,2.320E-03,2.176E-04,7.172E-02,1.591E-02
390600,1.100E+05,1.040E+05,2.186E-03,1.351E-06,1.035E-03,4.301E-05,1.757E-03,8.369E-06,2.320E-03,2.176E-04,7.173E-02,1.591E-02
391200,1.100E+05,1.040E+05,2.186E-03,1.348E-06,1.035E-03,4.299E-05,1.756E-03,8.361E-06,2.320E-03,2.176E-04,7.175E-02,1.591E-02
391800,1.100E+05,1.040E+05,2.186E-03,1.345E-06,1.035E-03,4.298E-05,1.756E-03,8.354E-06,2.320E-03,2.176E-04,7.176E-02,1.591E-02
392400,1.100E+05,1.040E+05,2.185E-03,1.342E-06,1.036E-03,4.297E-05,1.756E-03,8.354E-06,2.320E-03,2.176E-04,7.177E-02,1.591E-02
393000,1.100E+05,1.040E+05,2.185E-03,1.457E-06,1.036E-03,4.296E-05,1.756E-03,8.354E-06,2.319E-03,2.176E-04,7.179E-02,1.591E-02
393600,1.100E+05,1.040E+05,2.185E-03,1.440E-06,1.036E-03,4.295E-05,1.756E-03,8.354E-06,2.319E-03,2.176E-04,7.180E-02,1.591E-02
394200,1.100E+05,1.040E+05,2.185E-03,1.422E-06,1.036E-03,4.293E-05,1.756E-03,8.354E-06,2.319E-03,2.176E-04,7.182E-02,1.591E-02
394800,1.100E+05,1.040E+05,2.185E-03,1.403E-06,1.036E-03,4.292E-05,1.756E-03,8.354E-06,2.319E-03,2.176E-04,7.183E-02,1.591E-02
395400,1.100E+05,1.040E+05,2.185E-03,1.384E-06,1.036E-03,4.291E-05,1.756E-03,8.354E-06,2.318E-03,2.176E-04,7.185E-02,1.591E-02
396000,1.100E+05,1.040E+05,2.184E-03,1.363E-06,1.037E-03,4.290E-05,1.756E-03,8.391E-06,2.318E-03,2.176E-04,7.186E-02,1.591E-02
396600,1.100E+05,1.040E+05,2.184E-03,1.342E-06,1.037E-03,4.289E-05,1.755E-03,8.383E-06,2.318E-03,2.176E-04,7.188E-02,1.591E-02
397200,1.100E+05,1.040E+05,2.184E-03,1.324E-06,1.037E-03,4.288E-05,1.756E-03,7.799E-06,2.318E-03,2.170E-04,7.190E-02,1.591E-02
397800,1.100E+05,1.040E+05,2.184E-03,1.316E-06,1.037E-03,4.287E-05,1.756E-03,7.791E-06,2.317E-03,2.170E-04,7.191E-02,1.591E-02
398400,1.100E+05,1.040E+05,2.184E-03,1.314E-06,1.037E-03,4.286E-05,1.756E-03,7.782E-06,2.317E-03,2.170E-04,7.193E-02,1.591E-02
399000,1.100E+05,1.040E+05,2.184E-03,1.311E-06,1.038E-03,4.285E-05,1.756E-03,7.205E-06,2.317E-03,2.164E-04,7.195E-02,1.591E-02
399600,1.100E+05,1.040E+05,2.184E-03,1.363E-06,1.038E-03,4.284E-05,1.756E-03,7.205E-06,2.317E-03,2.164E-04,7.197E-02,1.591E-02
400200,1.100E+05,1.040E+05,2.183E-03,1.354E-06,1.038E-03,4.282E-05,1.756E-03,7.205E-06,2.316E-03,2.164E-04,7.199E-02,1.591E-02
400800,1.100E+05,1.040E+05,2.183E-03,1.342E-06,1.038E-03,4.281E-05,1.756E-03,7.281E-06,2.316E-03,2.164E-04,7.201E-02,1.591E-02
401400,1.100E+05,1.040E+05,2.183E-03,1.331E-06,1.038E-03,4.280E-05,1.756E-03,7.274E-06,2.316E-03,2.164E-04,7.203E-02,1.591E-02
402000,1.100E+05,1.040E+05,2.183E-03,1.320E-06,1.038E-03,4.279E-05,1.756E-03,7.294E-06,2.316E-03,2.164E-04,7.206E-02,1.591E-02
402600,1.100E+05,1.040E+05,2.183E-03,1.311E-06,1.039E-03,4.278E-05,1.755E-03,7.279E-06,2.315E-03,2.164E-04,7.208E-02,1.591E-02
403200,1.100E+05,1.040E+05,2.183E-03,1.390E-06,1.039E-03,4.277E-05,1.755E-03,7.263E-06,2.315E-03,2.164E-04,7.210E-02,1.591E-02
403800,1.100E+05,1.040E+05,2.182E-03,1.377E-06,1.039E-03,4.276E-05,1.755E-03,7.246E-06,2.315E-03,2.164E-04,7.212E-02,1.591E-02
404400,1.100E+05,1.040E+05,2.182E-03,1.369E-06,1.039E-03,4.275E-05,1.755E-03,7.233E-06,2.315E-03,2.164E-04,7.215E-02,1.591E-02
405000,1.100E+05,1.040E+05,2.182E-03,1.361E-06,1.039E-03,4.274E-05,1.755E-03,7.224E-06,2.314E-03,2.164E-04,7.217E-02,1.591E-02
405600,1.100E+05,1.040E+05,2.182E-03,1.352E-06,1.040E-03,4.273E-05,1.755E-03,7.214E-06,2.314E-03,2.164E-04,7.220E-02,1.591E-02
406200,1.100E+05,1.040E+05,2.182E-03,1.343E-06,1.040E-03,4.272E-05,1.755E-03,7.205E-06,2.314E-03,2.164E-04,7.222E-02,1.591E-02
406800,1.100E+05,1.040E+05,2.182E-03,1.334E-06,1.040E-03,4.271E-05,1.755E-03,7.211E-06,2.314E-03,2.164E-04,7.225E-02,1.591E-02
407400,1.100E+05,1.040E+05,2.182E-03,1.324E-06,1.040E-03,4.270E-05,1.755E-03,7.205E-06,2.313E-03,2.164E-04,7.228E-02,1.591E-02
408000,1.100E+05,1.040E+05,2.181E-03,1.396E-06,1.040E-03,4.269E-05,1.755E-03,7.205E-06,2.313E-03,2.164E-04,7.230E-02,1.591E-02
408600,1.100E+05,1.040E+05,2.181E-03,1.378E-06,1.041E-03,4.268E-05,1.755E-03,7.205E-06,2.313E-03,2.164E-04,7.233E-02,1.591E-02
409200,1.100E+05,1.040E+05,2.181E-03,1.444E-06,1.041E-03,4.267E-05,1.755E-03,7.205E-06,2.312E-03,2.164E-04,7.236E-02,1.591E-02
409800,1.100E+05,1.040E+05,2.181E-03,1.429E-06,1.041E-03,4.266E-05,1.754E-03,7.205E-06,2.312E-03,2.164E-04,7.238E-02,1.591E-02
410400,1.100E+05,1.040E+05,2.181E-03,1.412E-06,1.041E-03,4.265E-05,1.754E-03,7.205E-06,2.312E-03,2.164E-04,7.241E-02,1.591E-02
411000,1.100E+05,1.040E+05,2.180E-03,1.395E-06,1.041E-03,4.264E-05,1.754E-03,7.205E-06,2.312E-03,2.164E-04,7.244E-02,1.591E-02
411600,1.100E+05,1.040E+05,2.180E-03,1.377E-06,1.042E-03,4.263E-05,1.754E-03,7.205E-06,2.311E-03,2.164E-04,7.247E-02,1.591E-02
412200,1.100E+05,1.040E+05,2.180E-03,1.400E-06,1.042E-03,4.262E-05,1.754E-03,7.205E-06,2.311E-03,2.164E-04,7.249E-02,1.591E-02
412800,1.100E+05,1.040E+05,2.180E-03,1.373E-06,1.042E-03,4.261E-05,1.754E-03,7.205E-06,2.311E-03,2.164E-04,7.252E-02,1.591E-02
413400,1.100E+05,1.040E+05,2.180E-03,1.345E-06,1.042E-03,4.260E-05,1.754E-03,7.205E-06,2.311E-03,2.164E-04,7.255E-02,1.591E-02
414000,1.100E+05,1.040E+05,2.180E-03,1.324E-06,1.043E-03,4.259E-05,1.754E-03,7.313E-06,2.310E-03,2.164E-04,7.258E-02,1.591E-02
414600,1.100E+05,1.040E+05,2.179E-03,1.305E-06,1.043E-03,4.259E-05,1.754E-03,7.306E-06,2.310E-03,2.164E-04,7.260E-02,1.591E-02
415200,1.100E+05,1.040E+05,2.179E-03,1.295E-06,1.043E-03,4.258E-05,1.754E-03,7.298E-06,2.310E-03,2.164E-04,7.263E-02,1.591E-02
415800,1.100E+05,1.040E+05,2.177E-03,1.292E-06,1.044E-03,4.259E-05,1.753E-03,7.289E-06,2.310E-03,2.162E-04,7.279E-02,1.591E-02
416400,1.100E+05,1.040E+05,2.175E-03,3.029E-06,1.044E-03,4.257E-05,1.754E-03,5.904E-06,2.309E-03,2.176E-04,7.282E-02,1.591E-02
417000,1.100E+05,1.040E+05,2.176E-03,2.348E-06,1.044E-03,4.256E-05,1.754E-03,5.886E-06,2.309E-03,2.176E-04,7.285E-02,1.591E-02
417600,1.100E+05,1.040E+05,2.175E-03,2.335E-06,1.045E-03,4.254E-05,1.754E-03,5.867E-06,2.309E-03,2.176E-04,7.288E-02,1.591E-02
418200,1.100E+05,1.040E+05,2.175E-03,2.397E-06,1.045E-03,4.253E-05,1.753E-03,5.848E-06,2.309E-03,2.175E-04,7.291E-02,1.591E-02
418800,1.100E+05,1.040E+05,2.175E-03,2.336E-06,1.045E-03,4.252E-05,1.753E-03,5.828E-06,2.309E-03,2.175E-04,7.294E-02,1.591E-02
419400,1.100E+05,1.040E+05,2.175E-03,2.331E-06,1.045E-03,4.251E-05,1.753E-03,5.807E-06,2.309E-03,2.175E-04,7.297E-02,1.591E-02
420000,1.100E+05,1.040E+05,2.175E-03,2.341E-06,1.045E-03,4.250E-05,1.753E-03,5.785E-06,2.308E-03,2.175E-04,7.300E-02,1.591E-02
420600,1.100E+05,1.040E+05,2.175E-03,2.315E-06,1.046E-03,4.249E-05,1.753E-03,5.763E-06,2.308E-03,2.175E-04,7.303E-02,1.591E-02
421200,1.100E+05,1.040E+05,2.175E-03,2.288E-06,1.046E-03,4.248E-05,1.753E-03,5.750E-06,2.308E-03,2.175E-04,7.306E-02,1.591E-02
421800,1.100E+05,1.040E+05,2.174E-03,2.260E-06,1.046E-03,4.247E-05,1.753E-03,5.740E-06,2.308E-03,2.175E-04,7.309E-02,1.591E-02
422400,1.100E+05,1.040E+05,2.174E-03,2.337E-06,1.046E-03,4.246E-05,1.753E-03,5.735E-06,2.307E-03,2.175E-04,7.313E-02,1.591E-02
423000,1.100E+05,1.040E+05,2.174E-03,2.308E-06,1.046E-03,4.245E-05,1.753E-03,5.729E-06,2.307E-03,2.175E-04,7.316E-02,1.591E-02
423600,1.100E+05,1.040E+05,2.174E-03,2.280E-06,1.047E-03,4.245E-05,1.753E-03,5.729E-06,2.307E-03,2.175E-04,7.319E-02,1.591E-02
424200,1.100E+05,1.040E+05,2.174E-03,2.263E-06,1.047E-03,4.244E-05,1.753E-03,5.090E-06,2.306E-03,2.162E-04,7.322E-02,1.591E-02
424800,1.100E+05,1.040E+05,2.173E-03,2.252E-06,1.047E-03,4.243E-05,1.753E-03,5.090E-06,2.306E-03,2.162E-04,7.326E-02,1.591E-02
425400,1.100E+05,1.040E+05,2.173E-03,2.241E-06,1.047E-03,4.242E-05,1.753E-03,5.090E-06,2.306E-03,2.162E-04,7.329E-02,1.591E-02
426000,1.100E+05,1.040E+05,2.173E-03,2.309E-06,1.047E-03,4.241E-05,1.753E-03,5.090E-06,2.306E-03,2.162E-04,7.332E-02,1.591E-02
426600,1.100E+05,1.040E+05,2.173E-03,2.289E-06,1.048E-03,4.240E-05,1.753E-03,5.209E-06,2.305E-03,2.162E-04,7.336E-02,1.591E-02
427200,1.100E+05,1.040E+05,2.173E-03,2.268E-06,1.048E-03,4.239E-05,1.753E-03,5.201E-06,2.305E-03,2.163E-04,7.339E-02,1.591E-02
427800,1.100E+05,1.040E+05,2.173E-03,2.322E-06,1.048E-03,4.239E-05,1.752E-03,5.193E-06,2.305E-03,2.163E-04,7.343E-02,1.591E-02
428400,1.100E+05,1.040E+05,2.172E-03,2.292E-06,1.048E-03,4.238E-05,1.753E-03,5.050E-06,2.305E-03,2.159E-04,7.346E-02,1.591E-02
429000,1.100E+05,1.040E+05,2.172E-03,2.269E-06,1.048E-03,4.237E-05,1.752E-03,5.041E-06,2.304E-03,2.159E-04,7.350E-02,1.591E-02
429600,1.100E+05,1.040E+05,2.172E-03,2.250E-06,1.049E-03,4.236E-05,1.752E-03,5.030E-06,2.304E-03,2.159E-04,7.353E-02,1.591E-02
430200,1.100E+05,1.040E+05,2.172E-03,2.229E-06,1.049E-03,4.235E-05,1.752E-03,5.020E-06,2.304E-03,2.159E-04,7.357E-02,1.591E-02
430800,1.100E+05,1.040E+05,2.172E-03,2.207E-06,1.049E-03,4.234E-05,1.752E-03,5.008E-06,2.304E-03,2.159E-04,7.360E-02,1.591E-02
431400,1.100E+05,1.040E+05,2.172E-03,2.187E-06,1.049E-03,4.233E-05,1.752E-03,4.996E-06,2.303E-03,2.159E-04,7.364E-02,1.591E-02
432000,1.100E+05,1.040E+05,2.171E-03,2.175E-06,1.049E-03,4.232E-05,1.752E-03,4.983E-06,2.303E-03,2.159E-04,7.367E-02,1.591E-02
