t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
288600,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.496E-05,1.789E-03,1.125E-06,2.341E-03,2.180E-04,7.344E-02,1.591E-02
289200,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.495E-05,1.789E-03,1.105E-06,2.341E-03,2.180E-04,7.340E-02,1.591E-02
289800,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.493E-05,1.789E-03,1.103E-06,2.341E-03,2.180E-04,7.337E-02,1.591E-02
290400,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.492E-05,1.789E-03,1.129E-06,2.341E-03,2.180E-04,7.333E-02,1.591E-02
291000,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.491E-05,1.789E-03,1.120E-06,2.341E-03,2.180E-04,7.330E-02,1.591E-02
291600,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.490E-05,1.788E-03,1.170E-06,2.341E-03,2.180E-04,7.326E-02,1.591E-02
292200,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.489E-05,1.788E-03,1.168E-06,2.341E-03,2.180E-04,7.323E-02,1.591E-02
292800,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.487E-05,1.788E-03,1.147E-06,2.341E-03,2.180E-04,7.319E-02,1.591E-02
293400,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.486E-05,1.788E-03,1.130E-06,2.341E-03,2.180E-04,7.316E-02,1.591E-02
294000,1.100E+05,1.040E+05,2.209E-03,0.000E+00,1.021E-03,4.485E-05,1.789E-03,3.509E-07,2.341E-03,2.180E-04,7.313E-02,1.591E-02
294600,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.484E-05,1.789E-03,1.874E-07,2.340E-03,2.180E-04,7.310E-02,1.591E-02
295200,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.483E-05,1.789E-03,1.775E-07,2.340E-03,2.180E-04,7.307E-02,1.591E-02
295800,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.481E-05,1.788E-03,1.673E-07,2.340E-03,2.180E-04,7.304E-02,1.591E-02
296400,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.480E-05,1.788E-03,1.647E-07,2.340E-03,2.180E-04,7.300E-02,1.591E-02
297000,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.479E-05,1.788E-03,1.637E-07,2.340E-03,2.180E-04,7.298E-02,1.591E-02
297600,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.477E-05,1.788E-03,1.627E-07,2.340E-03,2.180E-04,7.295E-02,1.591E-02
298200,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.476E-05,1.788E-03,2.239E-07,2.340E-03,2.180E-04,7.292E-02,1.591E-02
298800,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.475E-05,1.788E-03,2.155E-07,2.340E-03,2.180E-04,7.289E-02,1.591E-02
299400,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.021E-03,4.474E-05,1.788E-03,2.093E-07,2.340E-03,2.179E-04,7.286E-02,1.591E-02
300000,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.472E-05,1.787E-03,1.982E-07,2.340E-03,2.179E-04,7.283E-02,1.591E-02
300600,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.471E-05,1.787E-03,1.891E-07,2.340E-03,2.179E-04,7.280E-02,1.591E-02
301200,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.470E-05,1.787E-03,1.799E-07,2.340E-03,2.179E-04,7.278E-02,1.591E-02
301800,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.469E-05,1.787E-03,1.703E-07,2.340E-03,2.179E-04,7.275E-02,1.591E-02
302400,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.467E-05,1.787E-03,2.238E-07,2.339E-03,2.179E-04,7.273E-02,1.591E-02
303000,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.466E-05,1.787E-03,2.093E-07,2.339E-03,2.179E-04,7.270E-02,1.591E-02
303600,1.100E+05,1.040E+05,2.208E-03,0.000E+00,1.022E-03,4.465E-05,1.787E-03,2.004E-07,2.339E-03,2.179E-04,7.267E-02,1.591E-02
304200,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.464E-05,1.786E-03,1.910E-07,2.339E-03,2.179E-04,7.265E-02,1.591E-02
304800,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.463E-05,1.786E-03,2.637E-07,2.339E-03,2.179E-04,7.263E-02,1.591E-02
305400,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.462E-05,1.786E-03,2.384E-07,2.339E-03,2.179E-04,7.260E-02,1.591E-02
306000,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.461E-05,1.786E-03,2.119E-07,2.339E-03,2.179E-04,7.258E-02,1.591E-02
306600,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.459E-05,1.786E-03,1.874E-07,2.339E-03,2.179E-04,7.256E-02,1.591E-02
307200,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.458E-05,1.786E-03,1.757E-07,2.339E-03,2.179E-04,7.253E-02,1.591E-02
307800,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.457E-05,1.786E-03,1.661E-07,2.339E-03,2.179E-04,7.251E-02,1.591E-02
308400,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.456E-05,1.785E-03,1.560E-07,2.339E-03,2.179E-04,7.249E-02,1.591E-02
309000,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.455E-05,1.785E-03,1.456E-07,2.339E-03,2.179E-04,7.247E-02,1.591E-02
309600,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.022E-03,4.454E-05,1.785E-03,1.412E-07,2.339E-03,2.179E-04,7.245E-02,1.591E-02
310200,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.023E-03,4.453E-05,1.785E-03,1.909E-07,2.339E-03,2.179E-04,7.243E-02,1.591E-02
310800,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.023E-03,4.451E-05,1.785E-03,1.751E-07,2.339E-03,2.179E-04,7.241E-02,1.591E-02
311400,1.100E+05,1.040E+05,2.207E-03,0.000E+00,1.023E-03,4.450E-05,1.785E-03,1.657E-07,2.339E-03,2.179E-04,7.239E-02,1.591E-02
312000,1.100E+05,1.040E+05,2.206E-03,0.000E+00,1.023E-03,4.449E-05,1.785E-03,1.561E-07,2.338E-03,2.179E-04,7.237E-02,1.591E-02
312600,1.100E+05,1.040E+05,2.202E-03,3.800E-06,1.023E-03,4.449E-05,1.778E-03,5.910E-06,2.339E-03,2.177E-04,7.236E-02,1.591E-02
313200,1.100E+05,1.040E+05,2.204E-03,1.732E-06,1.023E-03,4.447E-05,1.779E-03,4.085E-06,2.339E-03,2.177E-04,7.234E-02,1.591E-02
313800,1.100E+05,1.040E+05,2.206E-03,0.000E+00,1.023E-03,4.448E-05,1.783E-03,1.666E-07,2.339E-03,2.178E-04,7.232E-02,1.591E-02
314400,1.099E+05,1.039E+05,2.205E-03,0.000E+00,1.023E-03,4.453E-05,1.780E-03,3.107E-06,2.338E-03,2.180E-04,7.230E-02,1.591E-02
315000,1.100E+05,1.040E+05,2.186E-03,1.945E-05,1.023E-03,4.440E-05,1.753E-03,2.963E-05,2.339E-03,2.175E-04,7.234E-02,1.591E-02
315600,1.100E+05,1.040E+05,2.205E-03,0.000E+00,1.023E-03,4.446E-05,1.778E-03,4.553E-06,2.339E-03,2.178E-04,7.231E-02,1.591E-02
316200,1.100E+05,1.040E+05,2.195E-03,9.923E-06,1.023E-03,4.444E-05,1.767E-03,1.619E-05,2.338E-03,2.177E-04,7.229E-02,1.591E-02
316800,1.099E+05,1.039E+05,2.204E-03,0.000E+00,1.023E-03,4.449E-05,1.781E-03,2.546E-06,2.338E-03,2.180E-04,7.227E-02,1.591E-02
317400,1.100E+05,1.040E+05,2.205E-03,3.019E-08,1.023E-03,4.446E-05,1.777E-03,6.602E-06,2.338E-03,2.179E-04,7.222E-02,1.591E-02
318000,1.099E+05,1.039E+05,2.204E-03,0.000E+00,1.023E-03,4.453E-05,1.781E-03,3.188E-06,2.337E-03,2.182E-04,7.219E-02,1.591E-02
318600,1.099E+05,1.039E+05,2.204E-03,0.000E+00,1.023E-03,4.453E-05,1.776E-03,8.011E-06,2.337E-03,2.182E-04,7.216E-02,1.591E-02
319200,1.099E+05,1.039E+05,2.202E-03,2.052E-06,1.023E-03,4.448E-05,1.766E-03,1.659E-05,2.337E-03,2.180E-04,7.215E-02,1.591E-02
319800,1.099E+05,1.039E+05,2.201E-03,2.628E-06,1.024E-03,4.448E-05,1.777E-03,5.909E-06,2.337E-03,2.181E-04,7.213E-02,1.591E-02
320400,1.099E+05,1.039E+05,2.204E-03,0.000E+00,1.024E-03,4.447E-05,1.780E-03,2.864E-06,2.337E-03,2.181E-04,7.210E-02,1.591E-02
321000,1.099E+05,1.039E+05,2.200E-03,3.402E-06,1.024E-03,4.443E-05,1.780E-03,2.052E-06,2.337E-03,2.180E-04,7.210E-02,1.591E-02
321600,1.100E+05,1.040E+05,2.197E-03,6.311E-06,1.024E-03,4.436E-05,1.772E-03,9.819E-06,2.338E-03,2.177E-04,7.211E-02,1.591E-02
322200,1.100E+05,1.040E+05,2.199E-03,4.076E-06,1.024E-03,4.438E-05,1.781E-03,3.467E-07,2.337E-03,2.178E-04,7.208E-02,1.591E-02
322800,1.100E+05,1.040E+05,2.203E-03,0.000E+00,1.024E-03,4.434E-05,1.780E-03,1.573E-06,2.337E-03,2.177E-04,7.207E-02,1.591E-02
323400,1.100E+05,1.040E+05,2.200E-03,2.815E-06,1.024E-03,4.433E-05,1.781E-03,2.290E-07,2.337E-03,2.177E-04,7.206E-02,1.591E-02
324000,1.100E+05,1.040E+05,2.202E-03,1.422E-06,1.024E-03,4.432E-05,1.781E-03,5.220E-07,2.337E-03,2.177E-04,7.204E-02,1.591E-02
324600,1.100E+05,1.040E+05,2.202E-03,1.547E-06,1.024E-03,4.430E-05,1.781E-03,2.978E-07,2.337E-03,2.177E-04,7.203E-02,1.591E-02
325200,1.100E+05,1.040E+05,2.201E-03,2.351E-06,1.025E-03,4.429E-05,1.781E-03,1.663E-07,2.337E-03,2.177E-04,7.202E-02,1.591E-02
325800,1.100E+05,1.040E+05,2.202E-03,1.423E-06,1.025E-03,4.426E-05,1.780E-03,2.467E-07,2.337E-03,2.176E-04,7.201E-02,1.591E-02
326400,1.100E+05,1.040E+05,2.203E-03,0.000E+00,1.025E-03,4.425E-05,1.780E-03,4.331E-07,2.337E-03,2.176E-04,7.200E-02,1.591E-02
327000,1.100E+05,1.040E+05,2.202E-03,1.238E-06,1.025E-03,4.424E-05,1.780E-03,3.137E-07,2.337E-03,2.176E-04,7.199E-02,1.591E-02
327600,1.100E+05,1.040E+05,2.203E-03,1.547E-07,1.025E-03,4.423E-05,1.780E-03,5.133E-07,2.336E-03,2.176E-04,7.198E-02,1.591E-02
328200,1.100E+05,1.040E+05,2.202E-03,3.094E-07,1.025E-03,4.421E-05,1.780E-03,6.237E-07,2.336E-03,2.176E-04,7.197E-02,1.591E-02
328800,1.100E+05,1.040E+05,2.203E-03,0.000E+00,1.025E-03,4.421E-05,1.779E-03,6.240E-07,2.336E-03,2.177E-04,7.196E-02,1.591E-02
329400,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.025E-03,4.422E-05,1.779E-03,5.863E-07,2.336E-03,2.177E-04,7.196E-02,1.591E-02
330000,1.100E+05,1.040E+05,2.200E-03,2.041E-06,1.025E-03,4.419E-05,1.779E-03,4.690E-07,2.336E-03,2.177E-04,7.196E-02,1.591E-02
330600,1.100E+05,1.040E+05,2.200E-03,2.041E-06,1.025E-03,4.416E-05,1.779E-03,3.056E-07,2.336E-03,2.176E-04,7.195E-02,1.591E-02
331200,1.100E+05,1.040E+05,2.202E-03,6.189E-07,1.025E-03,4.415E-05,1.779E-03,3.273E-07,2.336E-03,2.176E-04,7.195E-02,1.591E-02
331800,1.100E+05,1.040E+05,2.201E-03,6.189E-07,1.025E-03,4.413E-05,1.779E-03,3.123E-07,2.336E-03,2.176E-04,7.194E-02,1.591E-02
332400,1.100E+05,1.040E+05,2.201E-03,6.189E-07,1.026E-03,4.411E-05,1.779E-03,2.966E-07,2.336E-03,2.175E-04,7.194E-02,1.591E-02
333000,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.410E-05,1.778E-03,2.801E-07,2.336E-03,2.175E-04,7.193E-02,1.591E-02
333600,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.409E-05,1.778E-03,2.684E-07,2.336E-03,2.175E-04,7.193E-02,1.591E-02
334200,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.408E-05,1.778E-03,2.907E-07,2.336E-03,2.175E-04,7.193E-02,1.591E-02
334800,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.406E-05,1.778E-03,2.737E-07,2.336E-03,2.175E-04,7.192E-02,1.591E-02
335400,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.405E-05,1.778E-03,1.413E-07,2.336E-03,2.175E-04,7.192E-02,1.591E-02
336000,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.404E-05,1.778E-03,1.226E-07,2.336E-03,2.175E-04,7.192E-02,1.591E-02
336600,1.100E+05,1.040E+05,2.202E-03,0.000E+00,1.026E-03,4.403E-05,1.778E-03,1.131E-07,2.335E-03,2.175E-04,7.192E-02,1.591E-02
337200,1.100E+05,1.040E+05,2.201E-03,0.000E+00,1.026E-03,4.401E-05,1.778E-03,1.131E-07,2.335E-03,2.175E-04,7.192E-02,1.591E-02
337800,1.100E+05,1.040E+05,2.201E-03,0.000E+00,1.026E-03,4.400E-05,1.778E-03,1.131E-07,2.335E-03,2.175E-04,7.191E-02,1.591E-02
338400,1.100E+05,1.040E+05,2.201E-03,0.000E+00,1.026E-03,4.399E-05,1.778E-03,1.131E-07,2.335E-03,2.175E-04,7.191E-02,1.591E-02
339000,1.100E+05,1.040E+05,2.198E-03,3.338E-06,1.026E-03,4.400E-05,1.767E-03,9.977E-06,2.335E-03,2.179E-04,7.191E-02,1.591E-02
339600,1.100E+05,1.040E+05,2.199E-03,1.547E-06,1.026E-03,4.398E-05,1.772E-03,4.354E-06,2.335E-03,2.172E-04,7.191E-02,1.591E-02
340200,1.100E+05,1.040E+05,2.199E-03,1.392E-06,1.026E-03,4.397E-05,1.772E-03,4.355E-06,2.335E-03,2.172E-04,7.191E-02,1.591E-02
340800,1.100E+05,1.040E+05,2.200E-03,1.083E-06,1.026E-03,4.395E-05,1.772E-03,4.355E-06,2.335E-03,2.172E-04,7.191E-02,1.591E-02
341400,1.100E+05,1.040E+05,2.200E-03,4.642E-07,1.027E-03,4.394E-05,1.772E-03,4.355E-06,2.335E-03,2.172E-04,7.192E-02,1.591E-02
342000,1.100E+05,1.040E+05,2.200E-03,3.095E-07,1.027E-03,4.393E-05,1.772E-03,4.431E-06,2.335E-03,2.172E-04,7.192E-02,1.591E-02
342600,1.100E+05,1.040E+05,2.200E-03,3.095E-07,1.027E-03,4.391E-05,1.771E-03,4.424E-06,2.335E-03,2.172E-04,7.192E-02,1.591E-02
343200,1.100E+05,1.040E+05,2.200E-03,3.095E-07,1.027E-03,4.390E-05,1.771E-03,4.416E-06,2.335E-03,2.172E-04,7.192E-02,1.591E-02
343800,1.100E+05,1.040E+05,2.200E-03,3.095E-07,1.027E-03,4.389E-05,1.771E-03,4.408E-06,2.334E-03,2.172E-04,7.193E-02,1.591E-02
344400,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.388E-05,1.771E-03,4.400E-06,2.334E-03,2.172E-04,7.193E-02,1.591E-02
345000,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.387E-05,1.771E-03,4.390E-06,2.334E-03,2.172E-04,7.194E-02,1.591E-02
345600,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.386E-05,1.771E-03,4.446E-06,2.334E-03,2.172E-04,7.195E-02,1.591E-02
346200,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.384E-05,1.771E-03,4.429E-06,2.334E-03,2.172E-04,7.195E-02,1.591E-02
346800,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.383E-05,1.771E-03,4.411E-06,2.334E-03,2.172E-04,7.196E-02,1.591E-02
347400,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.382E-05,1.771E-03,4.397E-06,2.334E-03,2.172E-04,7.196E-02,1.591E-02
348000,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.381E-05,1.770E-03,4.389E-06,2.333E-03,2.172E-04,7.197E-02,1.591E-02
348600,1.100E+05,1.040E+05,2.200E-03,1.547E-07,1.027E-03,4.380E-05,1.770E-03,4.380E-06,2.333E-03,2.172E-04,7.198E-02,1.591E-02
349200,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.378E-05,1.770E-03,4.371E-06,2.333E-03,2.172E-04,7.199E-02,1.591E-02
349800,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.377E-05,1.770E-03,4.362E-06,2.333E-03,2.172E-04,7.200E-02,1.591E-02
350400,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.376E-05,1.770E-03,4.355E-06,2.333E-03,2.172E-04,7.200E-02,1.591E-02
351000,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.375E-05,1.770E-03,4.408E-06,2.333E-03,2.172E-04,7.201E-02,1.591E-02
351600,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.373E-05,1.770E-03,4.400E-06,2.333E-03,2.172E-04,7.202E-02,1.591E-02
352200,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.372E-05,1.770E-03,4.392E-06,2.332E-03,2.172E-04,7.203E-02,1.591E-02
352800,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.371E-05,1.770E-03,4.383E-06,2.332E-03,2.172E-04,7.202E-02,1.591E-02
353400,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.370E-05,1.769E-03,4.374E-06,2.332E-03,2.172E-04,7.199E-02,1.591E-02
354000,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.369E-05,1.769E-03,4.364E-06,2.332E-03,2.172E-04,7.197E-02,1.591E-02
354600,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.367E-05,1.769E-03,4.355E-06,2.332E-03,2.172E-04,7.194E-02,1.591E-02
355200,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.366E-05,1.769E-03,4.355E-06,2.332E-03,2.172E-04,7.192E-02,1.591E-02
355800,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.365E-05,1.769E-03,4.355E-06,2.331E-03,2.172E-04,7.190E-02,1.591E-02
356400,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.364E-05,1.769E-03,4.355E-06,2.331E-03,2.172E-04,7.188E-02,1.591E-02
357000,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.363E-05,1.769E-03,4.355E-06,2.331E-03,2.172E-04,7.185E-02,1.591E-02
357600,1.100E+05,1.040E+05,2.199E-03,1.547E-07,1.028E-03,4.361E-05,1.769E-03,4.383E-06,2.331E-03,2.172E-04,7.183E-02,1.591E-02
358200,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.028E-03,4.360E-05,1.768E-03,4.445E-06,2.331E-03,2.172E-04,7.181E-02,1.591E-02
358800,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.359E-05,1.768E-03,4.430E-06,2.331E-03,2.172E-04,7.179E-02,1.591E-02
359400,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.358E-05,1.768E-03,4.413E-06,2.330E-03,2.172E-04,7.177E-02,1.591E-02
360000,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.357E-05,1.768E-03,4.401E-06,2.330E-03,2.172E-04,7.176E-02,1.591E-02
360600,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.356E-05,1.768E-03,4.393E-06,2.330E-03,2.172E-04,7.174E-02,1.591E-02
361200,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.354E-05,1.768E-03,4.384E-06,2.330E-03,2.172E-04,7.172E-02,1.591E-02
361800,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.353E-05,1.768E-03,4.374E-06,2.330E-03,2.172E-04,7.170E-02,1.591E-02
362400,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.352E-05,1.768E-03,4.365E-06,2.329E-03,2.172E-04,7.168E-02,1.591E-02
363000,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.351E-05,1.768E-03,4.355E-06,2.329E-03,2.172E-04,7.167E-02,1.591E-02
363600,1.100E+05,1.040E+05,2.198E-03,1.547E-07,1.029E-03,4.350E-05,1.768E-03,4.355E-06,2.329E-03,2.172E-04,7.165E-02,1.591E-02
364200,1.100E+05,1.040E+05,2.194E-03,2.570E-06,1.030E-03,4.350E-05,1.751E-03,1.970E-05,2.329E-03,2.178E-04,7.174E-02,1.591E-02
364800,1.100E+05,1.040E+05,2.195E-03,1.792E-06,1.030E-03,4.349E-05,1.764E-03,6.453E-06,2.329E-03,2.168E-04,7.173E-02,1.591E-02
365400,1.100E+05,1.040E+05,2.195E-03,1.477E-06,1.030E-03,4.347E-05,1.764E-03,6.454E-06,2.329E-03,2.168E-04,7.172E-02,1.591E-02
366000,1.100E+05,1.040E+05,2.195E-03,1.471E-06,1.030E-03,4.346E-05,1.764E-03,6.454E-06,2.329E-03,2.168E-04,7.171E-02,1.591E-02
366600,1.100E+05,1.040E+05,2.195E-03,1.310E-06,1.030E-03,4.344E-05,1.764E-03,6.454E-06,2.329E-03,2.168E-04,7.170E-02,1.591E-02
367200,1.100E+05,1.040E+05,2.195E-03,9.947E-07,1.030E-03,4.343E-05,1.764E-03,6.518E-06,2.328E-03,2.168E-04,7.169E-02,1.591E-02
367800,1.100E+05,1.040E+05,2.195E-03,9.883E-07,1.030E-03,4.342E-05,1.763E-03,6.511E-06,2.328E-03,2.168E-04,7.168E-02,1.591E-02
368400,1.100E+05,1.040E+05,2.195E-03,9.816E-07,1.030E-03,4.341E-05,1.763E-03,6.503E-06,2.328E-03,2.168E-04,7.167E-02,1.591E-02
369000,1.100E+05,1.040E+05,2.195E-03,6.671E-07,1.030E-03,4.340E-05,1.769E-03,9.419E-07,2.328E-03,2.168E-04,7.166E-02,1.591E-02
369600,1.100E+05,1.040E+05,2.195E-03,6.620E-07,1.031E-03,4.339E-05,1.769E-03,9.331E-07,2.328E-03,2.168E-04,7.165E-02,1.591E-02
370200,1.100E+05,1.040E+05,2.195E-03,6.566E-07,1.031E-03,4.338E-05,1.769E-03,9.316E-07,2.328E-03,2.168E-04,7.164E-02,1.591E-02
370800,1.100E+05,1.040E+05,2.195E-03,6.510E-07,1.031E-03,4.336E-05,1.768E-03,9.145E-07,2.327E-03,2.168E-04,7.164E-02,1.591E-02
371400,1.100E+05,1.040E+05,2.195E-03,6.452E-07,1.031E-03,4.335E-05,1.768E-03,9.039E-07,2.327E-03,2.168E-04,7.163E-02,1.591E-02
372000,1.100E+05,1.040E+05,2.195E-03,6.392E-07,1.031E-03,4.334E-05,1.768E-03,9.010E-07,2.327E-03,2.168E-04,7.163E-02,1.591E-02
372600,1.100E+05,1.040E+05,2.195E-03,6.330E-07,1.031E-03,4.333E-05,1.769E-03,0.000E+00,2.327E-03,2.168E-04,7.162E-02,1.591E-02
373200,1.100E+05,1.040E+05,2.195E-03,6.266E-07,1.031E-03,4.332E-05,1.769E-03,0.000E+00,2.326E-03,2.168E-04,7.161E-02,1.591E-02
373800,1.100E+05,1.040E+05,2.195E-03,6.200E-07,1.031E-03,4.331E-05,1.769E-03,0.000E+00,2.326E-03,2.168E-04,7.161E-02,1.591E-02
374400,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.031E-03,4.330E-05,1.769E-03,0.000E+00,2.326E-03,2.168E-04,7.161E-02,1.591E-02
375000,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.031E-03,4.329E-05,1.769E-03,5.239E-08,2.326E-03,2.168E-04,7.160E-02,1.591E-02
375600,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.328E-05,1.769E-03,4.494E-08,2.326E-03,2.168E-04,7.160E-02,1.591E-02
376200,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.327E-05,1.768E-03,3.699E-08,2.325E-03,2.168E-04,7.160E-02,1.591E-02
376800,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.326E-05,1.768E-03,2.854E-08,2.325E-03,2.168E-04,7.159E-02,1.591E-02
377400,1.100E+05,1.040E+05,2.194E-03,6.213E-07,1.032E-03,4.324E-05,1.768E-03,1.961E-08,2.325E-03,2.168E-04,7.159E-02,1.591E-02
378000,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.323E-05,1.768E-03,1.018E-08,2.325E-03,2.168E-04,7.159E-02,1.591E-02
378600,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.322E-05,1.768E-03,2.559E-10,2.324E-03,2.168E-04,7.158E-02,1.591E-02
379200,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.321E-05,1.768E-03,0.000E+00,2.324E-03,2.168E-04,7.158E-02,1.591E-02
379800,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.320E-05,1.768E-03,0.000E+00,2.324E-03,2.168E-04,7.158E-02,1.591E-02
380400,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.319E-05,1.768E-03,0.000E+00,2.324E-03,2.168E-04,7.158E-02,1.591E-02
381000,1.100E+05,1.040E+05,2.194E-03,6.189E-07,1.032E-03,4.318E-05,1.768E-03,5.232E-08,2.324E-03,2.168E-04,7.158E-02,1.591E-02
381600,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.032E-03,4.316E-05,1.767E-03,3.741E-08,2.323E-03,2.168E-04,7.158E-02,1.591E-02
382200,1.100E+05,1.040E+05,2.193E-03,6.378E-07,1.032E-03,4.315E-05,1.767E-03,2.180E-08,2.323E-03,2.168E-04,7.159E-02,1.591E-02
382800,1.100E+05,1.040E+05,2.193E-03,6.303E-07,1.033E-03,4.314E-05,1.767E-03,5.406E-09,2.323E-03,2.168E-04,7.159E-02,1.591E-02
383400,1.100E+05,1.040E+05,2.193E-03,6.225E-07,1.033E-03,4.313E-05,1.767E-03,0.000E+00,2.323E-03,2.168E-04,7.159E-02,1.591E-02
384000,1.100E+05,1.040E+05,2.193E-03,6.189E-07,1.033E-03,4.312E-05,1.767E-03,0.000E+00,2.322E-03,2.168E-04,7.160E-02,1.591E-02
