t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,CO2_total
144600,1.10E+05,1.04E+05,1.23E-03,8.44E-06,1.55E-03,4.74E-06,1.91E-09,0.00E+00,7.76E-04,2.83E-08,4.56E-01,8.53E-03
145200,1.10E+05,1.04E+05,1.23E-03,8.45E-06,1.55E-03,4.75E-06,1.91E-09,0.00E+00,7.76E-04,2.82E-08,4.59E-01,8.53E-03
145800,1.10E+05,1.04E+05,1.23E-03,8.28E-06,1.55E-03,4.76E-06,1.91E-09,0.00E+00,7.76E-04,2.82E-08,4.62E-01,8.53E-03
146400,1.10E+05,1.04E+05,1.23E-03,8.18E-06,1.55E-03,4.77E-06,1.91E-09,0.00E+00,7.75E-04,2.81E-08,4.64E-01,8.53E-03
147000,1.10E+05,1.04E+05,1.23E-03,8.18E-06,1.55E-03,4.78E-06,1.90E-09,0.00E+00,7.75E-04,2.81E-08,4.66E-01,8.53E-03
147600,1.10E+05,1.04E+05,1.23E-03,8.18E-06,1.55E-03,4.79E-06,1.90E-09,0.00E+00,7.75E-04,2.80E-08,4.68E-01,8.53E-03
148200,1.10E+05,1.04E+05,1.23E-03,8.18E-06,1.56E-03,4.79E-06,1.90E-09,0.00E+00,7.74E-04,2.79E-08,4.70E-01,8.53E-03
148800,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.80E-06,1.90E-09,0.00E+00,7.74E-04,2.79E-08,4.71E-01,8.53E-03
149400,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.81E-06,1.90E-09,0.00E+00,7.74E-04,2.78E-08,4.73E-01,8.53E-03
150000,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.82E-06,1.90E-09,0.00E+00,7.73E-04,2.77E-08,4.74E-01,8.53E-03
150600,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.82E-06,1.90E-09,0.00E+00,7.73E-04,2.77E-08,4.75E-01,8.53E-03
151200,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.83E-06,1.90E-09,0.00E+00,7.73E-04,2.76E-08,4.76E-01,8.53E-03
151800,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.56E-03,4.84E-06,1.90E-09,0.00E+00,7.73E-04,2.75E-08,4.77E-01,8.53E-03
152400,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.84E-06,1.90E-09,0.00E+00,7.72E-04,2.75E-08,4.78E-01,8.53E-03
153000,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.85E-06,1.90E-09,0.00E+00,7.72E-04,2.74E-08,4.79E-01,8.53E-03
153600,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.86E-06,1.90E-09,0.00E+00,7.72E-04,2.73E-08,4.79E-01,8.53E-03
154200,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.86E-06,1.90E-09,0.00E+00,7.71E-04,2.73E-08,4.80E-01,8.53E-03
154800,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.87E-06,1.90E-09,0.00E+00,7.71E-04,2.72E-08,4.81E-01,8.53E-03
155400,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.88E-06,1.90E-09,0.00E+00,7.71E-04,2.71E-08,4.81E-01,8.53E-03
156000,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.89E-06,1.90E-09,0.00E+00,7.70E-04,2.70E-08,4.82E-01,8.53E-03
156600,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.57E-03,4.89E-06,1.90E-09,0.00E+00,7.70E-04,2.70E-08,4.83E-01,8.53E-03
157200,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.90E-06,1.90E-09,0.00E+00,7.70E-04,2.69E-08,4.83E-01,8.53E-03
157800,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.91E-06,1.90E-09,0.00E+00,7.70E-04,2.68E-08,4.84E-01,8.53E-03
158400,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.91E-06,1.90E-09,0.00E+00,7.69E-04,2.68E-08,4.84E-01,8.53E-03
159000,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.92E-06,1.90E-09,0.00E+00,7.69E-04,2.67E-08,4.85E-01,8.53E-03
159600,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.93E-06,1.90E-09,0.00E+00,7.69E-04,2.66E-08,4.85E-01,8.53E-03
160200,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.93E-06,1.90E-09,0.00E+00,7.68E-04,2.65E-08,4.86E-01,8.53E-03
160800,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.94E-06,1.90E-09,0.00E+00,7.68E-04,2.64E-08,4.86E-01,8.53E-03
161400,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.95E-06,1.90E-09,0.00E+00,7.68E-04,2.63E-08,4.86E-01,8.53E-03
162000,1.10E+05,1.04E+05,1.22E-03,8.18E-06,1.58E-03,4.96E-06,1.90E-09,0.00E+00,7.67E-04,2.62E-08,4.87E-01,8.53E-03
162600,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,4.96E-06,1.90E-09,0.00E+00,7.67E-04,2.61E-08,4.87E-01,8.53E-03
163200,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,4.97E-06,1.90E-09,0.00E+00,7.67E-04,2.60E-08,4.87E-01,8.53E-03
163800,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,4.98E-06,1.90E-09,0.00E+00,7.66E-04,2.59E-08,4.88E-01,8.53E-03
164400,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,4.98E-06,1.90E-09,0.00E+00,7.66E-04,2.58E-08,4.88E-01,8.53E-03
165000,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,4.99E-06,1.90E-09,0.00E+00,7.66E-04,2.57E-08,4.88E-01,8.53E-03
165600,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,5.00E-06,1.89E-09,0.00E+00,7.65E-04,2.56E-08,4.88E-01,8.53E-03
166200,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,5.01E-06,1.89E-09,0.00E+00,7.65E-04,2.55E-08,4.89E-01,8.53E-03
166800,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,5.01E-06,1.89E-09,0.00E+00,7.65E-04,2.54E-08,4.89E-01,8.53E-03
167400,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,5.02E-06,1.89E-09,0.00E+00,7.65E-04,2.53E-08,4.89E-01,8.53E-03
168000,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.59E-03,5.03E-06,1.89E-09,0.00E+00,7.64E-04,2.52E-08,4.89E-01,8.53E-03
168600,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.04E-06,1.89E-09,0.00E+00,7.64E-04,2.50E-08,4.89E-01,8.53E-03
169200,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.04E-06,1.89E-09,0.00E+00,7.64E-04,2.49E-08,4.89E-01,8.53E-03
169800,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.05E-06,1.89E-09,0.00E+00,7.63E-04,2.48E-08,4.89E-01,8.53E-03
170400,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.06E-06,1.89E-09,0.00E+00,7.63E-04,2.46E-08,4.90E-01,8.53E-03
171000,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.07E-06,1.89E-09,0.00E+00,7.62E-04,2.45E-08,4.90E-01,8.53E-03
171600,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.07E-06,1.89E-09,0.00E+00,7.62E-04,2.44E-08,4.90E-01,8.53E-03
172200,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.08E-06,1.89E-09,0.00E+00,7.62E-04,2.43E-08,4.90E-01,8.53E-03
172800,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.09E-06,1.89E-09,0.00E+00,7.62E-04,2.43E-08,4.91E-01,8.53E-03
173400,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.10E-06,1.89E-09,0.00E+00,7.62E-04,2.42E-08,4.92E-01,8.53E-03
174000,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.10E-06,1.89E-09,0.00E+00,7.62E-04,2.42E-08,4.93E-01,8.53E-03
174600,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.60E-03,5.11E-06,1.89E-09,0.00E+00,7.62E-04,2.42E-08,4.94E-01,8.53E-03
175200,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.61E-03,5.12E-06,1.89E-09,0.00E+00,7.62E-04,2.42E-08,4.95E-01,8.53E-03
175800,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.61E-03,5.13E-06,1.89E-09,0.00E+00,7.62E-04,2.42E-08,4.97E-01,8.53E-03
176400,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.61E-03,5.13E-06,1.89E-09,0.00E+00,7.62E-04,2.41E-08,4.99E-01,8.53E-03
177000,1.10E+05,1.04E+05,1.21E-03,8.18E-06,1.61E-03,5.14E-06,1.89E-09,0.00E+00,7.61E-04,2.41E-08,5.01E-01,8.53E-03
177600,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.15E-06,1.89E-09,0.00E+00,7.61E-04,2.41E-08,5.02E-01,8.53E-03
178200,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.16E-06,1.89E-09,0.00E+00,7.61E-04,2.40E-08,5.04E-01,8.53E-03
178800,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.16E-06,1.89E-09,0.00E+00,7.61E-04,2.40E-08,5.06E-01,8.53E-03
179400,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.17E-06,1.89E-09,0.00E+00,7.61E-04,2.40E-08,5.08E-01,8.53E-03
180000,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.18E-06,1.89E-09,0.00E+00,7.61E-04,2.39E-08,5.11E-01,8.53E-03
180600,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.19E-06,1.89E-09,0.00E+00,7.61E-04,2.39E-08,5.13E-01,8.53E-03
181200,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.20E-06,1.89E-09,0.00E+00,7.61E-04,2.39E-08,5.15E-01,8.53E-03
181800,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.61E-03,5.20E-06,1.89E-09,0.00E+00,7.61E-04,2.38E-08,5.18E-01,8.53E-03
182400,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.21E-06,1.89E-09,0.00E+00,7.61E-04,2.38E-08,5.20E-01,8.53E-03
183000,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.22E-06,1.89E-09,0.00E+00,7.61E-04,2.37E-08,5.22E-01,8.53E-03
183600,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.23E-06,1.89E-09,0.00E+00,7.61E-04,2.37E-08,5.23E-01,8.53E-03
184200,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.23E-06,1.89E-09,0.00E+00,7.61E-04,2.37E-08,5.25E-01,8.53E-03
184800,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.24E-06,1.88E-09,0.00E+00,7.61E-04,2.36E-08,5.26E-01,8.53E-03
185400,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.25E-06,1.88E-09,0.00E+00,7.61E-04,2.36E-08,5.27E-01,8.53E-03
186000,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.26E-06,1.88E-09,0.00E+00,7.60E-04,2.35E-08,5.29E-01,8.53E-03
186600,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.27E-06,1.88E-09,0.00E+00,7.60E-04,2.34E-08,5.30E-01,8.53E-03
187200,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.27E-06,1.88E-09,0.00E+00,7.60E-04,2.34E-08,5.31E-01,8.53E-03
187800,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.28E-06,1.88E-09,0.00E+00,7.60E-04,2.33E-08,5.32E-01,8.53E-03
188400,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.29E-06,1.88E-09,0.00E+00,7.60E-04,2.33E-08,5.33E-01,8.53E-03
189000,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.30E-06,1.88E-09,0.00E+00,7.60E-04,2.32E-08,5.34E-01,8.53E-03
189600,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.62E-03,5.31E-06,1.88E-09,0.00E+00,7.60E-04,2.31E-08,5.35E-01,8.53E-03
190200,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.63E-03,5.31E-06,1.88E-09,0.00E+00,7.60E-04,2.30E-08,5.36E-01,8.53E-03
190800,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.63E-03,5.32E-06,1.88E-09,0.00E+00,7.60E-04,2.30E-08,5.37E-01,8.53E-03
191400,1.10E+05,1.04E+05,1.20E-03,8.18E-06,1.63E-03,5.33E-06,1.88E-09,0.00E+00,7.60E-04,2.29E-08,5.37E-01,8.53E-03
192000,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.34E-06,1.88E-09,0.00E+00,7.59E-04,2.28E-08,5.38E-01,8.53E-03
192600,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.35E-06,1.88E-09,0.00E+00,7.59E-04,2.27E-08,5.39E-01,8.53E-03
193200,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.36E-06,1.88E-09,0.00E+00,7.59E-04,2.26E-08,5.40E-01,8.53E-03
193800,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.36E-06,1.88E-09,0.00E+00,7.59E-04,2.25E-08,5.40E-01,8.53E-03
194400,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.37E-06,1.88E-09,0.00E+00,7.59E-04,2.24E-08,5.41E-01,8.53E-03
195000,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.38E-06,1.88E-09,0.00E+00,7.59E-04,2.23E-08,5.41E-01,8.53E-03
195600,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.39E-06,1.88E-09,0.00E+00,7.59E-04,2.22E-08,5.42E-01,8.53E-03
196200,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.40E-06,1.88E-09,0.00E+00,7.59E-04,2.21E-08,5.43E-01,8.53E-03
196800,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.63E-03,5.41E-06,1.88E-09,0.00E+00,7.59E-04,2.21E-08,5.43E-01,8.53E-03
197400,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.41E-06,1.88E-09,0.00E+00,7.59E-04,2.21E-08,5.44E-01,8.53E-03
198000,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.42E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.44E-01,8.53E-03
198600,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.43E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.44E-01,8.53E-03
199200,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.44E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.45E-01,8.53E-03
199800,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.44E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.45E-01,8.53E-03
200400,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.45E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.46E-01,8.53E-03
201000,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.46E-06,1.88E-09,0.00E+00,7.59E-04,2.20E-08,5.46E-01,8.53E-03
201600,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.47E-06,1.88E-09,0.00E+00,7.60E-04,2.20E-08,5.47E-01,8.53E-03
202200,1.10E+05,1.04E+05,1.19E-03,8.18E-06,1.64E-03,5.48E-06,1.88E-09,0.00E+00,7.60E-04,2.20E-08,5.47E-01,8.53E-03
202800,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.64E-03,5.48E-06,1.88E-09,0.00E+00,7.60E-04,2.19E-08,5.47E-01,8.53E-03
203400,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.49E-06,1.88E-09,0.00E+00,7.60E-04,2.19E-08,5.48E-01,8.53E-03
204000,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.50E-06,1.88E-09,0.00E+00,7.60E-04,2.19E-08,5.48E-01,8.53E-03
204600,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.51E-06,1.88E-09,0.00E+00,7.60E-04,2.19E-08,5.48E-01,8.53E-03
205200,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.52E-06,1.87E-09,0.00E+00,7.60E-04,2.18E-08,5.49E-01,8.53E-03
205800,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.52E-06,1.87E-09,0.00E+00,7.61E-04,2.18E-08,5.49E-01,8.53E-03
206400,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.53E-06,1.87E-09,0.00E+00,7.61E-04,2.18E-08,5.50E-01,8.53E-03
207000,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.54E-06,1.87E-09,0.00E+00,7.61E-04,2.17E-08,5.50E-01,8.53E-03
207600,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.65E-03,5.55E-06,1.87E-09,0.00E+00,7.61E-04,2.17E-08,5.50E-01,8.53E-03
208200,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.66E-03,5.56E-06,1.87E-09,0.00E+00,7.61E-04,2.17E-08,5.51E-01,8.53E-03
208800,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.66E-03,5.56E-06,1.87E-09,0.00E+00,7.61E-04,2.16E-08,5.51E-01,8.53E-03
209400,1.10E+05,1.04E+05,1.18E-03,8.18E-06,1.66E-03,5.57E-06,1.87E-09,0.00E+00,7.61E-04,2.16E-08,5.52E-01,8.53E-03
210000,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.66E-03,5.58E-06,1.87E-09,0.00E+00,7.61E-04,2.15E-08,5.53E-01,8.53E-03
210600,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.66E-03,5.59E-06,1.87E-09,0.00E+00,7.62E-04,2.15E-08,5.53E-01,8.53E-03
211200,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.66E-03,5.59E-06,1.87E-09,0.00E+00,7.62E-04,2.14E-08,5.54E-01,8.53E-03
211800,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.66E-03,5.60E-06,1.87E-09,0.00E+00,7.62E-04,2.14E-08,5.54E-01,8.53E-03
212400,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.67E-03,5.61E-06,1.87E-09,0.00E+00,7.62E-04,2.13E-08,5.55E-01,8.53E-03
213000,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.67E-03,5.62E-06,1.87E-09,0.00E+00,7.62E-04,2.12E-08,5.56E-01,8.53E-03
213600,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.67E-03,5.63E-06,1.87E-09,0.00E+00,7.62E-04,2.12E-08,5.56E-01,8.53E-03
214200,1.10E+05,1.04E+05,1.17E-03,8.18E-06,1.67E-03,5.63E-06,1.87E-09,0.00E+00,7.62E-04,2.11E-08,5.57E-01,8.53E-03
214800,1.10E+05,1.04E+05,1.15E-03,2.40E-05,1.67E-03,5.64E-06,1.87E-09,0.00E+00,7.62E-04,2.10E-08,5.58E-01,8.53E-03
215400,1.10E+05,1.04E+05,1.15E-03,2.40E-05,1.68E-03,5.65E-06,1.87E-09,0.00E+00,7.62E-04,2.09E-08,5.58E-01,8.53E-03
216000,1.10E+05,1.04E+05,1.15E-03,2.40E-05,1.68E-03,5.66E-06,1.87E-09,0.00E+00,7.62E-04,2.08E-08,5.59E-01,8.53E-03
216600,1.10E+05,1.04E+05,1.14E-03,2.40E-05,1.68E-03,5.67E-06,1.87E-09,0.00E+00,7.62E-04,2.07E-08,5.59E-01,8.53E-03
217200,1.10E+05,1.04E+05,1.14E-03,2.40E-05,1.68E-03,5.67E-06,1.87E-09,0.00E+00,7.62E-04,2.06E-08,5.60E-01,8.53E-03
217800,1.10E+05,1.04E+05,1.14E-03,2.40E-05,1.69E-03,5.68E-06,1.87E-09,0.00E+00,7.62E-04,2.05E-08,5.60E-01,8.53E-03
218400,1.10E+05,1.04E+05,1.14E-03,2.40E-05,1.69E-03,5.69E-06,1.87E-09,0.00E+00,7.62E-04,2.04E-08,5.61E-01,8.53E-03
219000,1.10E+05,1.04E+05,1.14E-03,2.40E-05,1.69E-03,5.70E-06,1.87E-09,0.00E+00,7.62E-04,2.03E-08,5.61E-01,8.53E-03
219600,1.10E+05,1.04E+05,1.13E-03,2.40E-05,1.69E-03,5.71E-06,1.87E-09,0.00E+00,7.61E-04,2.02E-08,5.62E-01,8.53E-03
220200,1.10E+05,1.04E+05,1.13E-03,2.40E-05,1.70E-03,5.71E-06,1.87E-09,0.00E+00,7.61E-04,2.01E-08,5.62E-01,8.53E-03
220800,1.10E+05,1.04E+05,1.13E-03,2.40E-05,1.70E-03,5.72E-06,1.87E-09,0.00E+00,7.61E-04,2.00E-08,5.62E-01,8.53E-03
221400,1.10E+05,1.04E+05,1.13E-03,2.40E-05,1.71E-03,5.73E-06,1.87E-09,0.00E+00,7.61E-04,1.98E-08,5.63E-01,8.53E-03
222000,1.10E+05,1.04E+05,1.12E-03,2.40E-05,1.71E-03,5.74E-06,1.87E-09,0.00E+00,7.61E-04,1.97E-08,5.63E-01,8.53E-03
222600,1.10E+05,1.04E+05,1.12E-03,2.40E-05,1.72E-03,5.75E-06,1.87E-09,0.00E+00,7.61E-04,1.96E-08,5.63E-01,8.53E-03
223200,1.10E+05,1.04E+05,1.11E-03,2.40E-05,1.72E-03,5.76E-06,1.87E-09,0.00E+00,7.60E-04,1.94E-08,5.64E-01,8.53E-03
223800,1.10E+05,1.04E+05,1.11E-03,2.40E-05,1.73E-03,5.77E-06,1.87E-09,0.00E+00,7.60E-04,1.92E-08,5.64E-01,8.53E-03
224400,1.10E+05,1.04E+05,1.11E-03,2.40E-05,1.73E-03,5.78E-06,1.87E-09,0.00E+00,7.59E-04,1.90E-08,5.64E-01,8.53E-03
225000,1.10E+05,1.04E+05,1.10E-03,2.40E-05,1.74E-03,5.80E-06,1.87E-09,0.00E+00,7.59E-04,1.88E-08,5.64E-01,8.53E-03
225600,1.10E+05,1.04E+05,1.09E-03,2.40E-05,1.75E-03,5.81E-06,1.87E-09,0.00E+00,7.58E-04,1.85E-08,5.65E-01,8.53E-03
226200,1.10E+05,1.04E+05,1.08E-03,2.40E-05,1.76E-03,5.83E-06,1.87E-09,0.00E+00,7.57E-04,1.82E-08,5.65E-01,8.53E-03
226800,1.10E+05,1.04E+05,1.08E-03,2.40E-05,1.77E-03,5.84E-06,1.87E-09,0.00E+00,7.56E-04,1.78E-08,5.65E-01,8.53E-03
227400,1.10E+05,1.04E+05,1.06E-03,2.40E-05,1.79E-03,5.87E-06,1.87E-09,0.00E+00,7.55E-04,1.74E-08,5.65E-01,8.53E-03
228000,1.10E+05,1.04E+05,1.03E-03,4.70E-05,1.81E-03,5.89E-06,1.87E-09,0.00E+00,7.53E-04,1.69E-08,5.65E-01,8.53E-03
228600,1.10E+05,1.04E+05,1.01E-03,4.70E-05,1.83E-03,5.93E-06,1.87E-09,0.00E+00,7.51E-04,1.62E-08,5.65E-01,8.53E-03
229200,1.10E+05,1.04E+05,1.02E-03,1.98E-05,1.86E-03,5.97E-06,1.87E-09,0.00E+00,7.49E-04,1.55E-08,5.65E-01,8.53E-03
229800,1.10E+05,1.04E+05,1.02E-03,1.20E-05,1.87E-03,5.99E-06,1.86E-09,0.00E+00,7.48E-04,1.52E-08,5.65E-01,8.53E-03
230400,1.10E+05,1.04E+05,1.02E-03,9.33E-06,1.87E-03,6.00E-06,1.86E-09,0.00E+00,7.48E-04,1.51E-08,5.68E-01,8.53E-03
231000,1.10E+05,1.04E+05,1.02E-03,8.29E-06,1.87E-03,6.01E-06,1.86E-09,0.00E+00,7.48E-04,1.51E-08,5.71E-01,8.53E-03
231600,1.10E+05,1.04E+05,1.02E-03,7.92E-06,1.87E-03,6.02E-06,1.86E-09,0.00E+00,7.48E-04,1.52E-08,5.74E-01,8.53E-03
232200,1.10E+05,1.04E+05,1.02E-03,7.79E-06,1.87E-03,6.03E-06,1.86E-09,0.00E+00,7.48E-04,1.53E-08,5.78E-01,8.53E-03
232800,1.10E+05,1.04E+05,1.02E-03,7.63E-06,1.87E-03,6.04E-06,1.86E-09,0.00E+00,7.48E-04,1.53E-08,5.81E-01,8.53E-03
233400,1.10E+05,1.04E+05,1.02E-03,7.62E-06,1.87E-03,6.05E-06,1.86E-09,0.00E+00,7.49E-04,1.54E-08,5.84E-01,8.53E-03
234000,1.10E+05,1.04E+05,1.02E-03,7.58E-06,1.88E-03,6.06E-06,1.86E-09,0.00E+00,7.49E-04,1.55E-08,5.87E-01,8.53E-03
234600,1.10E+05,1.04E+05,1.02E-03,7.49E-06,1.88E-03,6.06E-06,1.86E-09,0.00E+00,7.49E-04,1.56E-08,5.89E-01,8.53E-03
235200,1.10E+05,1.04E+05,1.02E-03,7.49E-06,1.88E-03,6.07E-06,1.86E-09,0.00E+00,7.49E-04,1.56E-08,5.91E-01,8.53E-03
235800,1.10E+05,1.04E+05,1.02E-03,7.49E-06,1.88E-03,6.08E-06,1.86E-09,0.00E+00,7.49E-04,1.57E-08,5.93E-01,8.53E-03
236400,1.10E+05,1.04E+05,1.02E-03,7.49E-06,1.88E-03,6.09E-06,1.86E-09,0.00E+00,7.49E-04,1.58E-08,5.95E-01,8.53E-03
237000,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.10E-06,1.86E-09,0.00E+00,7.49E-04,1.59E-08,5.96E-01,8.53E-03
237600,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.11E-06,1.86E-09,0.00E+00,7.50E-04,1.59E-08,5.98E-01,8.53E-03
238200,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.11E-06,1.86E-09,0.00E+00,7.50E-04,1.60E-08,5.99E-01,8.53E-03
238800,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.12E-06,1.86E-09,0.00E+00,7.50E-04,1.61E-08,6.00E-01,8.53E-03
239400,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.13E-06,1.86E-09,0.00E+00,7.50E-04,1.61E-08,6.01E-01,8.53E-03
240000,1.10E+05,1.04E+05,1.01E-03,7.49E-06,1.88E-03,6.14E-06,1.86E-09,0.00E+00,7.50E-04,1.62E-08,6.02E-01,8.53E-03
